Test,Size,Time
End Pivot - Worst Case,233100,10015839
Middle Pivot - Worst Case,234100,11195914
Random Pivot - Worst Case,234100,9466890
End Pivot - Worst Case,234100,9510609
Middle Pivot - Worst Case,235100,11830511
Random Pivot - Worst Case,235100,11246085
End Pivot - Worst Case,235100,9993811
Middle Pivot - Worst Case,236100,14900343
Random Pivot - Worst Case,236100,9942321
End Pivot - Worst Case,236100,9861065
Middle Pivot - Worst Case,237100,11367845
Random Pivot - Worst Case,237100,9850889
End Pivot - Worst Case,237100,9599506
Middle Pivot - Worst Case,238100,11223231
Random Pivot - Worst Case,238100,9602829
End Pivot - Worst Case,238100,9698823
Middle Pivot - Worst Case,239100,11357065
Random Pivot - Worst Case,239100,10035069
End Pivot - Worst Case,239100,9772369
Middle Pivot - Worst Case,240100,11583902
Random Pivot - Worst Case,240100,9759333
End Pivot - Worst Case,240100,9912375
Middle Pivot - Worst Case,241100,11544854
Random Pivot - Worst Case,241100,9968030
End Pivot - Worst Case,241100,9966217
Middle Pivot - Worst Case,242100,11502284
Random Pivot - Worst Case,242100,9774543
End Pivot - Worst Case,242100,10119372
Middle Pivot - Worst Case,243100,16866408
Random Pivot - Worst Case,243100,10298129
End Pivot - Worst Case,243100,10093749
Middle Pivot - Worst Case,244100,11814760
Random Pivot - Worst Case,244100,9789640
End Pivot - Worst Case,244100,9854470
Middle Pivot - Worst Case,245100,11836601
Random Pivot - Worst Case,245100,10071863
End Pivot - Worst Case,245100,10222474
Middle Pivot - Worst Case,246100,11941098
Random Pivot - Worst Case,246100,9864796
End Pivot - Worst Case,246100,9937119
Middle Pivot - Worst Case,247100,12066471
Random Pivot - Worst Case,247100,9952202
End Pivot - Worst Case,247100,10289282
Middle Pivot - Worst Case,248100,11775329
Random Pivot - Worst Case,248100,10546467
End Pivot - Worst Case,248100,10341521
Middle Pivot - Worst Case,249100,12490631
Random Pivot - Worst Case,249100,10209885
End Pivot - Worst Case,249100,10287324
Middle Pivot - Worst Case,250100,18487141
Random Pivot - Worst Case,250100,10619712
End Pivot - Worst Case,250100,10549632
Middle Pivot - Worst Case,251100,11845105
Random Pivot - Worst Case,251100,9932906
End Pivot - Worst Case,251100,10573793
Middle Pivot - Worst Case,252100,12236921
Random Pivot - Worst Case,252100,10964933
End Pivot - Worst Case,252100,10441558
Middle Pivot - Worst Case,253100,12054039
Random Pivot - Worst Case,253100,10112197
End Pivot - Worst Case,253100,10269162
Middle Pivot - Worst Case,254100,12663228
Random Pivot - Worst Case,254100,10968032
End Pivot - Worst Case,254100,11217201
Middle Pivot - Worst Case,255100,12313013
Random Pivot - Worst Case,255100,10705743
End Pivot - Worst Case,255100,10757675
Middle Pivot - Worst Case,256100,12346595
Random Pivot - Worst Case,256100,13954090
End Pivot - Worst Case,256100,13072589
Middle Pivot - Worst Case,257100,15596366
Random Pivot - Worst Case,257100,10819131
End Pivot - Worst Case,257100,11414813
Middle Pivot - Worst Case,258100,12680589
Random Pivot - Worst Case,258100,10729285
End Pivot - Worst Case,258100,10636476
Middle Pivot - Worst Case,259100,12170722
Random Pivot - Worst Case,259100,10506395
End Pivot - Worst Case,259100,10473753
Middle Pivot - Worst Case,260100,16847002
Random Pivot - Worst Case,260100,11167233
End Pivot - Worst Case,260100,10674925
Middle Pivot - Worst Case,261100,12196904
Random Pivot - Worst Case,261100,10439582
End Pivot - Worst Case,261100,10645224
Middle Pivot - Worst Case,262100,12672832
Random Pivot - Worst Case,262100,10528339
End Pivot - Worst Case,262100,10523044
Middle Pivot - Worst Case,263100,12372119
Random Pivot - Worst Case,263100,10442563
End Pivot - Worst Case,263100,11100924
Middle Pivot - Worst Case,264100,12673575
Random Pivot - Worst Case,264100,11579699
End Pivot - Worst Case,264100,11651550
Middle Pivot - Worst Case,265100,12849694
Random Pivot - Worst Case,265100,10629610
End Pivot - Worst Case,265100,10952960
Middle Pivot - Worst Case,266100,12800117
Random Pivot - Worst Case,266100,10633315
End Pivot - Worst Case,266100,10520841
Middle Pivot - Worst Case,267100,19146567
Random Pivot - Worst Case,267100,11883122
End Pivot - Worst Case,267100,11885890
Middle Pivot - Worst Case,268100,13408136
Random Pivot - Worst Case,268100,11944529
End Pivot - Worst Case,268100,11884275
Middle Pivot - Worst Case,269100,13493591
Random Pivot - Worst Case,269100,11443857
End Pivot - Worst Case,269100,11799511
Middle Pivot - Worst Case,270100,13449839
Random Pivot - Worst Case,270100,11443260
End Pivot - Worst Case,270100,11583220
Middle Pivot - Worst Case,271100,13647300
Random Pivot - Worst Case,271100,11697934
End Pivot - Worst Case,271100,11698743
Middle Pivot - Worst Case,272100,13500221
Random Pivot - Worst Case,272100,11497944
End Pivot - Worst Case,272100,12330247
Middle Pivot - Worst Case,273100,13935189
Random Pivot - Worst Case,273100,11596558
End Pivot - Worst Case,273100,11679985
Middle Pivot - Worst Case,274100,18398012
Random Pivot - Worst Case,274100,11436021
End Pivot - Worst Case,274100,11349684
Middle Pivot - Worst Case,275100,13662166
Random Pivot - Worst Case,275100,11373360
End Pivot - Worst Case,275100,11282667
Middle Pivot - Worst Case,276100,13157444
Random Pivot - Worst Case,276100,11229091
End Pivot - Worst Case,276100,11365359
Middle Pivot - Worst Case,277100,13234930
Random Pivot - Worst Case,277100,11757168
End Pivot - Worst Case,277100,11445523
Middle Pivot - Worst Case,278100,13531085
Random Pivot - Worst Case,278100,11241660
End Pivot - Worst Case,278100,11321809
Middle Pivot - Worst Case,279100,13812351
Random Pivot - Worst Case,279100,11630464
End Pivot - Worst Case,279100,11465782
Middle Pivot - Worst Case,280100,13438694
Random Pivot - Worst Case,280100,11443440
End Pivot - Worst Case,280100,11675492
Middle Pivot - Worst Case,281100,13863953
Random Pivot - Worst Case,281100,11850712
End Pivot - Worst Case,281100,11945624
Middle Pivot - Worst Case,282100,18934789
Random Pivot - Worst Case,282100,11738130
End Pivot - Worst Case,282100,11930797
Middle Pivot - Worst Case,283100,13811118
Random Pivot - Worst Case,283100,11776730
End Pivot - Worst Case,283100,11775240
Middle Pivot - Worst Case,284100,13733270
Random Pivot - Worst Case,284100,11634335
End Pivot - Worst Case,284100,11710699
Middle Pivot - Worst Case,285100,17110459
Random Pivot - Worst Case,285100,12163789
End Pivot - Worst Case,285100,12266185
Middle Pivot - Worst Case,286100,14602557
Random Pivot - Worst Case,286100,12305681
End Pivot - Worst Case,286100,12578059
Middle Pivot - Worst Case,287100,14028231
Random Pivot - Worst Case,287100,11907184
End Pivot - Worst Case,287100,12081393
Middle Pivot - Worst Case,288100,14030808
Random Pivot - Worst Case,288100,11890008
End Pivot - Worst Case,288100,11925161
Middle Pivot - Worst Case,289100,14199121
Random Pivot - Worst Case,289100,11956322
End Pivot - Worst Case,289100,12843856
Middle Pivot - Worst Case,290100,14241194
Random Pivot - Worst Case,290100,12349993
End Pivot - Worst Case,290100,12359771
Middle Pivot - Worst Case,291100,13999573
Random Pivot - Worst Case,291100,12304585
End Pivot - Worst Case,291100,12273464
Middle Pivot - Worst Case,292100,20295012
Random Pivot - Worst Case,292100,12335111
End Pivot - Worst Case,292100,12469039
Middle Pivot - Worst Case,293100,14338363
Random Pivot - Worst Case,293100,12440496
End Pivot - Worst Case,293100,12385086
Middle Pivot - Worst Case,294100,14437678
Random Pivot - Worst Case,294100,12428556
End Pivot - Worst Case,294100,12377155
Middle Pivot - Worst Case,295100,14444569
Random Pivot - Worst Case,295100,12735435
End Pivot - Worst Case,295100,12581289
Middle Pivot - Worst Case,296100,14361454
Random Pivot - Worst Case,296100,12701320
End Pivot - Worst Case,296100,12407300
Middle Pivot - Worst Case,297100,14498727
Random Pivot - Worst Case,297100,12291482
End Pivot - Worst Case,297100,12505417
Middle Pivot - Worst Case,298100,14616888
Random Pivot - Worst Case,298100,12767248
End Pivot - Worst Case,298100,12875435
Middle Pivot - Worst Case,299100,19362803
Random Pivot - Worst Case,299100,12710960
End Pivot - Worst Case,299100,12907907
Middle Pivot - Worst Case,300100,15299039
Random Pivot - Worst Case,300100,12811283
End Pivot - Worst Case,300100,12893695
Middle Pivot - Worst Case,301100,14667479
Random Pivot - Worst Case,301100,12433392
End Pivot - Worst Case,301100,13010699
Middle Pivot - Worst Case,302100,15230387
Random Pivot - Worst Case,302100,12713908
End Pivot - Worst Case,302100,12529988
Middle Pivot - Worst Case,303100,14790810
Random Pivot - Worst Case,303100,13454523
End Pivot - Worst Case,303100,12964596
Middle Pivot - Worst Case,304100,14753142
Random Pivot - Worst Case,304100,12883642
End Pivot - Worst Case,304100,13090187
Middle Pivot - Worst Case,305100,15362426
Random Pivot - Worst Case,305100,13276006
End Pivot - Worst Case,305100,13370936
Middle Pivot - Worst Case,306100,16075411
Random Pivot - Worst Case,306100,13770743
End Pivot - Worst Case,306100,13635553
Middle Pivot - Worst Case,307100,21379531
Random Pivot - Worst Case,307100,14050675
End Pivot - Worst Case,307100,14303165
Middle Pivot - Worst Case,308100,15875194
Random Pivot - Worst Case,308100,13781838
End Pivot - Worst Case,308100,13745529
Middle Pivot - Worst Case,309100,16280545
Random Pivot - Worst Case,309100,13897714
End Pivot - Worst Case,309100,14112635
Middle Pivot - Worst Case,310100,16374498
Random Pivot - Worst Case,310100,13979846
End Pivot - Worst Case,310100,14222902
Middle Pivot - Worst Case,311100,19980352
Random Pivot - Worst Case,311100,14083348
End Pivot - Worst Case,311100,14338925
Middle Pivot - Worst Case,312100,16322623
Random Pivot - Worst Case,312100,13976935
End Pivot - Worst Case,312100,13813430
Middle Pivot - Worst Case,313100,15536698
Random Pivot - Worst Case,313100,13144881
End Pivot - Worst Case,313100,13257301
Middle Pivot - Worst Case,314100,15648721
Random Pivot - Worst Case,314100,13325853
End Pivot - Worst Case,314100,13314378
Middle Pivot - Worst Case,315100,15537877
Random Pivot - Worst Case,315100,13305389
End Pivot - Worst Case,315100,13534022
Middle Pivot - Worst Case,316100,15678597
Random Pivot - Worst Case,316100,13463332
End Pivot - Worst Case,316100,13442533
Middle Pivot - Worst Case,317100,15846439
Random Pivot - Worst Case,317100,13582983
End Pivot - Worst Case,317100,14121763
Middle Pivot - Worst Case,318100,16148680
Random Pivot - Worst Case,318100,13978631
End Pivot - Worst Case,318100,14064011
Middle Pivot - Worst Case,319100,23206774
Random Pivot - Worst Case,319100,14378309
End Pivot - Worst Case,319100,14917094
Middle Pivot - Worst Case,320100,16783913
Random Pivot - Worst Case,320100,14399499
End Pivot - Worst Case,320100,14724195
Middle Pivot - Worst Case,321100,16802349
Random Pivot - Worst Case,321100,14076287
End Pivot - Worst Case,321100,15217538
Middle Pivot - Worst Case,322100,16941246
Random Pivot - Worst Case,322100,14535294
End Pivot - Worst Case,322100,14660993
Middle Pivot - Worst Case,323100,16951358
Random Pivot - Worst Case,323100,14536559
End Pivot - Worst Case,323100,14773832
Middle Pivot - Worst Case,324100,17009665
Random Pivot - Worst Case,324100,14708110
End Pivot - Worst Case,324100,14919800
Middle Pivot - Worst Case,325100,16944945
Random Pivot - Worst Case,325100,15725676
End Pivot - Worst Case,325100,14602936
Middle Pivot - Worst Case,326100,16461060
Random Pivot - Worst Case,326100,13870408
End Pivot - Worst Case,326100,14586063
Middle Pivot - Worst Case,327100,24393455
Random Pivot - Worst Case,327100,15248776
End Pivot - Worst Case,327100,16221465
Middle Pivot - Worst Case,328100,17363544
Random Pivot - Worst Case,328100,16346355
End Pivot - Worst Case,328100,16743674
Middle Pivot - Worst Case,329100,18199573
Random Pivot - Worst Case,329100,14449849
End Pivot - Worst Case,329100,14699646
Middle Pivot - Worst Case,330100,16315434
Random Pivot - Worst Case,330100,14224631
End Pivot - Worst Case,330100,14505623
Middle Pivot - Worst Case,331100,16532869
Random Pivot - Worst Case,331100,14086853
End Pivot - Worst Case,331100,14522697
Middle Pivot - Worst Case,332100,16580872
Random Pivot - Worst Case,332100,14482510
End Pivot - Worst Case,332100,14430488
Middle Pivot - Worst Case,333100,16664966
Random Pivot - Worst Case,333100,14163699
End Pivot - Worst Case,333100,14686867
Middle Pivot - Worst Case,334100,16717941
Random Pivot - Worst Case,334100,14761743
End Pivot - Worst Case,334100,14932001
Middle Pivot - Worst Case,335100,23357594
Random Pivot - Worst Case,335100,15011507
End Pivot - Worst Case,335100,15049633
Middle Pivot - Worst Case,336100,17245254
Random Pivot - Worst Case,336100,14392193
End Pivot - Worst Case,336100,14590252
Middle Pivot - Worst Case,337100,17517816
Random Pivot - Worst Case,337100,15321470
End Pivot - Worst Case,337100,16364977
Middle Pivot - Worst Case,338100,23084903
Random Pivot - Worst Case,338100,15701189
End Pivot - Worst Case,338100,16075884
Middle Pivot - Worst Case,339100,18134887
Random Pivot - Worst Case,339100,15752102
End Pivot - Worst Case,339100,15554306
Middle Pivot - Worst Case,340100,18055389
Random Pivot - Worst Case,340100,15334520
End Pivot - Worst Case,340100,16222911
Middle Pivot - Worst Case,341100,18039271
Random Pivot - Worst Case,341100,15683713
End Pivot - Worst Case,341100,16110750
Middle Pivot - Worst Case,342100,18279223
Random Pivot - Worst Case,342100,15638532
End Pivot - Worst Case,342100,15930983
Middle Pivot - Worst Case,343100,18166421
Random Pivot - Worst Case,343100,16191024
End Pivot - Worst Case,343100,15741657
Middle Pivot - Worst Case,344100,18094301
Random Pivot - Worst Case,344100,15785475
End Pivot - Worst Case,344100,16185398
Middle Pivot - Worst Case,345100,17674817
Random Pivot - Worst Case,345100,15056997
End Pivot - Worst Case,345100,14886282
Middle Pivot - Worst Case,346100,25356927
Random Pivot - Worst Case,346100,16694383
End Pivot - Worst Case,346100,15953082
Middle Pivot - Worst Case,347100,17717699
Random Pivot - Worst Case,347100,15431477
End Pivot - Worst Case,347100,15559007
Middle Pivot - Worst Case,348100,17598990
Random Pivot - Worst Case,348100,15247399
End Pivot - Worst Case,348100,15496474
Middle Pivot - Worst Case,349100,18332161
Random Pivot - Worst Case,349100,15939740
End Pivot - Worst Case,349100,16877516
Middle Pivot - Worst Case,350100,18974041
Random Pivot - Worst Case,350100,15926320
End Pivot - Worst Case,350100,16372918
Middle Pivot - Worst Case,351100,18877295
Random Pivot - Worst Case,351100,16176117
End Pivot - Worst Case,351100,16478245
Middle Pivot - Worst Case,352100,18220281
Random Pivot - Worst Case,352100,15380467
End Pivot - Worst Case,352100,15713690
Middle Pivot - Worst Case,353100,18296636
Random Pivot - Worst Case,353100,15237491
End Pivot - Worst Case,353100,15495186
Middle Pivot - Worst Case,354100,24187021
Random Pivot - Worst Case,354100,15489095
End Pivot - Worst Case,354100,15944137
Middle Pivot - Worst Case,355100,18063510
Random Pivot - Worst Case,355100,15658699
End Pivot - Worst Case,355100,15893948
Middle Pivot - Worst Case,356100,17884873
Random Pivot - Worst Case,356100,15340271
End Pivot - Worst Case,356100,15950561
Middle Pivot - Worst Case,357100,18452416
Random Pivot - Worst Case,357100,15572535
End Pivot - Worst Case,357100,15568121
Middle Pivot - Worst Case,358100,18211738
Random Pivot - Worst Case,358100,16183644
End Pivot - Worst Case,358100,15942558
Middle Pivot - Worst Case,359100,18000686
Random Pivot - Worst Case,359100,15703882
End Pivot - Worst Case,359100,15846221
Middle Pivot - Worst Case,360100,18417339
Random Pivot - Worst Case,360100,15929473
End Pivot - Worst Case,360100,16199948
Middle Pivot - Worst Case,361100,22719243
Random Pivot - Worst Case,361100,16005687
End Pivot - Worst Case,361100,16256558
Middle Pivot - Worst Case,362100,18507703
Random Pivot - Worst Case,362100,15973631
End Pivot - Worst Case,362100,16049093
Middle Pivot - Worst Case,363100,19619309
Random Pivot - Worst Case,363100,17125466
End Pivot - Worst Case,363100,16775326
Middle Pivot - Worst Case,364100,22798129
Random Pivot - Worst Case,364100,16483745
End Pivot - Worst Case,364100,16252238
Middle Pivot - Worst Case,365100,19804722
Random Pivot - Worst Case,365100,16107405
End Pivot - Worst Case,365100,16627961
Middle Pivot - Worst Case,366100,19409451
Random Pivot - Worst Case,366100,17093228
End Pivot - Worst Case,366100,17045599
Middle Pivot - Worst Case,367100,18925738
Random Pivot - Worst Case,367100,16753513
End Pivot - Worst Case,367100,16814140
Middle Pivot - Worst Case,368100,19845859
Random Pivot - Worst Case,368100,17841434
End Pivot - Worst Case,368100,18804207
Middle Pivot - Worst Case,369100,19732673
Random Pivot - Worst Case,369100,19829780
End Pivot - Worst Case,369100,20414693
Middle Pivot - Worst Case,370100,20096016
Random Pivot - Worst Case,370100,16802687
End Pivot - Worst Case,370100,16485765
Middle Pivot - Worst Case,371100,27953287
Random Pivot - Worst Case,371100,17150373
End Pivot - Worst Case,371100,17240813
Middle Pivot - Worst Case,372100,20697147
Random Pivot - Worst Case,372100,16680638
End Pivot - Worst Case,372100,16959147
Middle Pivot - Worst Case,373100,21137075
Random Pivot - Worst Case,373100,16590062
End Pivot - Worst Case,373100,17019755
Middle Pivot - Worst Case,374100,22528251
Random Pivot - Worst Case,374100,16606990
